YouTuBe新闻,#genre#
Gym Bro Gets Mad!,https://www.youtube.com/watch?v=8wHwOzBpRtQ
What Are You Doing?,https://www.youtube.com/watch?v=Whs9kSWAQNc
Fired On The Spot For This,https://www.youtube.com/watch?v=acHDtCVawo0
Cops Drink On The Job...,https://www.youtube.com/watch?v=262Ak-J8MEQ
Karen Vs. Cop,https://www.youtube.com/watch?v=y_dAFZdGi6Q
Criminals Caught On Tape,https://www.youtube.com/watch?v=Jib0GTGzzV8
School Girls Get Pranked,https://www.youtube.com/watch?v=h6bPEg-oNbY
She saw the gas price...,https://www.youtube.com/watch?v=2V4pf1bi8Xc
She Saves The Dog ,https://www.youtube.com/watch?v=6fBaj9y8CIk
You Can't Drink That! ,https://www.youtube.com/watch?v=CSWGr-zUmYc
What did you just say to me?,https://www.youtube.com/watch?v=9phaxpha6LM
Airport Security Pranks People,https://www.youtube.com/watch?v=iGgWOoXoRrM
Drama At Church,https://www.youtube.com/watch?v=ZT8qSFoDlkU
He Broke Up With Her In Public,https://www.youtube.com/watch?v=_17j72wD438
Pretty In Pink | TRAILER,https://www.youtube.com/watch?v=fItx7CdJnS4
Street Dog Lives In Public Bathroom,https://www.youtube.com/watch?v=_wuEACYUH1g
Hand Transplant Goes Wrong...,https://www.youtube.com/watch?v=v_FiQXAIbvM
Our Most Unhinged Prank Of 2022,https://www.youtube.com/watch?v=SCi5b20bxk0
Yellow Car Gets Wrecked,https://www.youtube.com/watch?v=QoS6TTniDKM
"You Need To Eat!",https://www.youtube.com/watch?v=CBh9o9HfimE
Strange Doctor's Appointment,https://www.youtube.com/watch?v=Zov8VobxNmM
Best Reactions 2022,https://www.youtube.com/watch?v=nP1LUkiL-ks
Pranking People On Campus!,https://www.youtube.com/watch?v=dUZD_hnHdDE
She Dumped Him In Public,https://www.youtube.com/watch?v=3WtJI5XbHP4
Chaotic Tuesday Morning,https://www.youtube.com/watch?v=za-39e0P8Lg
He Cheated On Her With Her Sister,https://www.youtube.com/watch?v=r9udngQox40
BEST OMG PRANKS 2022,https://www.youtube.com/watch?v=FLcYlujfzoA
Never Trust A Stranger!,https://www.youtube.com/watch?v=TIATboL_VEo
Kid Gets Waitress Fired,https://www.youtube.com/watch?v=vst1sqfT6EE
He Was Fired For This,https://www.youtube.com/watch?v=TAgpKod4yWo
Most Chaotic Pranks 2022 ,https://www.youtube.com/watch?v=WsMO7wV10Zg
Hot College Girls Crime Scheme ,https://www.youtube.com/watch?v=4LqEgnPxiIA
Iconic Car Accident,https://www.youtube.com/watch?v=JZLjCXzmXss
Karate Student Beats Her Sensei ,https://www.youtube.com/watch?v=LDrMHWUwbWk
Summer Romance Ended,https://www.youtube.com/watch?v=VLDSmNLfgow
Cop Flirts On The Job...,https://www.youtube.com/watch?v=u6Utk0xehgQ
Dad Comes Back From Getting The Milk,https://www.youtube.com/watch?v=trYbu3trN88
Horrible Work Accident Caught On Camera,https://www.youtube.com/watch?v=bERmeAlY-bI
Creepy Clown Scares Kids ,https://www.youtube.com/watch?v=AW0nR-G7h9E
Gym Crush Gets Weird,https://www.youtube.com/watch?v=75hmPeDBDyk
Most Chaotic Pranks of 2022,https://www.youtube.com/watch?v=KL59glPPuus
"My Eyes Are Up Here Weirdo",https://www.youtube.com/watch?v=hAMM2ZuPPqM
Rich Jerk Watches His Car Get Destroyed!,https://www.youtube.com/watch?v=k6Xoy8mljXg
Ex Girlfriend On A Rampage,https://www.youtube.com/watch?v=ot2nvag0eT0
Mother Leaves Her Kid Behind,https://www.youtube.com/watch?v=uqVpfTAdGxc
Mom SELLS Her Baby to Strangers Prank,https://www.youtube.com/watch?v=DApSzmwL1Zk
Man Ditches Pregnant Wife,https://www.youtube.com/watch?v=X6ajZPH-LSc
Loudspeaker Restaurant,https://www.youtube.com/watch?v=LOw-dSVDLM8
Biking Gorilla Boys,https://www.youtube.com/watch?v=3eNeLeZDSL4
Frozen Girl,https://www.youtube.com/watch?v=uIHWr17cR9c
Hot Girl & Free Beer Prank,https://www.youtube.com/watch?v=jWNgExScASw
Epic Old Man Traffic Jam Prank,https://www.youtube.com/watch?v=afETBsezYmw
Forever Alone People Pranks,https://www.youtube.com/watch?v=a50UFgKpXjw
Karen at the shop,https://www.youtube.com/watch?v=YrjSO2tZ_sA
Fart and run,https://www.youtube.com/watch?v=b6C0Sw-DNIQ
Our Most Chaotic Prank,https://www.youtube.com/watch?v=8bR4YSA1Qlk
Face Swap Masters,https://www.youtube.com/watch?v=hrdjNq-Mtf4
"Is it ME you're looking at???",https://www.youtube.com/watch?v=RtDtmMbA4Ik
Ballet Queen And Fitness Icon,https://www.youtube.com/watch?v=qYOPp_Wozo8
How To Make Money Fast,https://www.youtube.com/watch?v=H8CrRPJ31fo
Club Bouncers Were Sent To Jail For This,https://www.youtube.com/watch?v=UyN7yr79Jfs
GYM PRANKS,https://www.youtube.com/watch?v=v-bR0LjEePQ
She Called Him To Catch Him,https://www.youtube.com/watch?v=VSem5LUEVLw
The Office Best Pranks,https://www.youtube.com/watch?v=EysVauYnWzI
Angry Optician Slaps Clients， Target Practice， Cop Kicks Dog Prank,https://www.youtube.com/watch?v=VYu8c_e6t3s
Arrow Prank!,https://www.youtube.com/watch?v=ZMCI05MRRsk
Hospital BFFs Give A Show!,https://www.youtube.com/watch?v=5AmlSUDoUsQ
Loch Ness Monster Attack,https://www.youtube.com/watch?v=tV6CO7QIC-U
Iconic Gen Z Alien 💅,https://www.youtube.com/watch?v=JwbB7zK4ENQ
Cheating Boyfriend Is CAUGHT!,https://www.youtube.com/watch?v=tnZBmVwC_wM
Dress gets caught!,https://www.youtube.com/watch?v=nwFNokwfkm4
Pregant Little Girl,https://www.youtube.com/watch?v=0yA-OyE0-ec
Best of 2019-2021 Just For Laughs Gags,https://www.youtube.com/watch?v=-6Kiyudi0oM
OBAMA PRANK,https://www.youtube.com/watch?v=5Vg1I--XebI
Cult Leader Loses It Compilation,https://www.youtube.com/watch?v=F79hOgNIiA0
Influencer Gets Cancelled For This Compilation,https://www.youtube.com/watch?v=6Qn-_YJ4Ikg
Scientist Breaks The Law Compilation,https://www.youtube.com/watch?v=nE82WfEBRHw
The Restaurant Caught Fire Compilation,https://www.youtube.com/watch?v=nOkI3-3Ywic
Ripped Priest Saves The Day Compilation,https://www.youtube.com/watch?v=_uaONZXUvZU
He Sued For 1 Million Dollars! Compilation,https://www.youtube.com/watch?v=6b17SBoVBPE
Nurse Fights Off Doctor Compilation,https://www.youtube.com/watch?v=t0LbTiSFlvE
Step Daughter Gets Angry! Compilation,https://www.youtube.com/watch?v=OdAtCtQ9fbs
Horrible Work Accident Compilation,https://www.youtube.com/watch?v=PgRynEmjIew
Karen Vs British Royal Guard Compilation,https://www.youtube.com/watch?v=vDM2rnKxVPg
Killer Clown Finally Arrested Compilation,https://www.youtube.com/watch?v=JflgWCwZYT0
Groomsmen Prank Bride Compilation,https://www.youtube.com/watch?v=2aHgQw1yQiA
Stole $10 Million Dollars Compilation,https://www.youtube.com/watch?v=1ELKuwnDCUg
Pranks Teacher At Science Fair! Compilation,https://www.youtube.com/watch?v=ACkK025P-fQ
Look Me In The Eye Compilation,https://www.youtube.com/watch?v=EuSM3BacZxU
Organ Crime Scheme Exposed Compilation,https://www.youtube.com/watch?v=rBFQ-1o1L0E
City People Get Weird Compilation,https://www.youtube.com/watch?v=5NdjWhvNOhI
Gross Mole Mistaken For A Bug Compilation,https://www.youtube.com/watch?v=o7tSwNlPRLU
He Cheated On His Girlfriend Compilation,https://www.youtube.com/watch?v=vVeHsXLHPNo
He Got A 1 Million Dollar Fine Compilation,https://www.youtube.com/watch?v=Df9I6diH0ww
Karen Gets Her Fired Compilation,https://www.youtube.com/watch?v=0LK4M9NI53o
Best Pranks of 2022 SO FAR,https://www.youtube.com/watch?v=s55vhAjQNq8
The Office Prank,https://www.youtube.com/watch?v=E10smajQssI
Astronaut Lands On Beach ,https://www.youtube.com/watch?v=cbIPwmbzg4o
Fashion Malfunction In Public,https://www.youtube.com/watch?v=56-p8CzwcnE
They Were Fired For This ,https://www.youtube.com/watch?v=wh5HKjMByqU
What did you say?,https://www.youtube.com/watch?v=IO6eaS7wQ20
Evacuating Parks!,https://www.youtube.com/watch?v=CdXd4r9Wbmo
Theatre Nerds Defeat Bullies Through Dance ,https://www.youtube.com/watch?v=MuoP3ZoxOyw
Purified Pee... Would you drink it? ,https://www.youtube.com/watch?v=SpIltnRKeRQ
Interrupts Their Party For This? ,https://www.youtube.com/watch?v=QYVI_q1z4y8
Ex Wrecks Her Car ,https://www.youtube.com/watch?v=1vSdcCb7U9U
3000$ Ticket For Speeding,https://www.youtube.com/watch?v=1GFP-Sfo0D0
She Dumped Him Publicly,https://www.youtube.com/watch?v=-8YoehcLgEs
You Need To Leave! ,https://www.youtube.com/watch?v=MM7yRO5ZXi4
Gas Is Too Expensive ,https://www.youtube.com/watch?v=VbFZ8OITtMs
SHOWER PRANKS ,https://www.youtube.com/watch?v=OIVXu7IPrSQ
They Try To Flirt... ,https://www.youtube.com/watch?v=6_4X2vlfd9c
Hit By A Car - Hit And Run!!,https://www.youtube.com/watch?v=avp-SYBbUEk
HULK PRANK ,https://www.youtube.com/watch?v=T9Vbw-9fOwc
Priest Accidentally Drowns Girl During Baptism! ,https://www.youtube.com/watch?v=qr1V9qeoiyQ
Did You Just Eat Rabbit? ,https://www.youtube.com/watch?v=00hDuf-pS5w
Stealing a car in broad daylight ,https://www.youtube.com/watch?v=tHLway6kwVg
I mean... It's red wine...,https://www.youtube.com/watch?v=ZPvrldqyuNM
3000$ Ticket For Speeding,https://www.youtube.com/watch?v=kYhrzi2Tk_Y
Security Guard Uncovers Crime,https://www.youtube.com/watch?v=7u8dPv8xcRI
They Uncovered The Biggest Crime Scene...,https://www.youtube.com/watch?v=8w9dfWLpOlY
Gold Digger Pranks ,https://www.youtube.com/watch?v=VafVVtrfcvo
Best of Fitness Pranks,https://www.youtube.com/watch?v=8x1anF8tABI
Police Officers Start a Burping Contest!,https://www.youtube.com/watch?v=xfCTZSgilIU
Best of Being Bad Parents Vol. 3 ,https://www.youtube.com/watch?v=2B3fzBa2agI
Best of Old People Pranks Vol. 8,https://www.youtube.com/watch?v=UDRecwSlXtE
Your Friends BREAK a Little Kid's Heart,https://www.youtube.com/watch?v=CLMik4FKYFk
Best of Elaborate Pranks Vol. 8,https://www.youtube.com/watch?v=l9b4Q-LM57c
Best of Hurting Ourselves Vol. 8,https://www.youtube.com/watch?v=MfkAt8LA9Ek
Best of Mall Pranks Vol. 8 ,https://www.youtube.com/watch?v=B9ipx3KKQRw
Best of AWESOME Props,https://www.youtube.com/watch?v=TcGem72L2DI
Best of Food Pranks Vol. 8,https://www.youtube.com/watch?v=xMSM_H3GmwA
Best of Park Pranks Vol. 8,https://www.youtube.com/watch?v=GIXjYWX1H5w
Best of Being in Costume Vol. 8,https://www.youtube.com/watch?v=suwQ3ZQsHJ0
Best of Car Pranks Vol. 8,https://www.youtube.com/watch?v=R2YIbs23n8I
Best of Animal Pranks Vol. 8,https://www.youtube.com/watch?v=TzQI930ux00
Best of Police Pranks Vol. 6,https://www.youtube.com/watch?v=zfhPljJUiaI
Best of Invisible Pranks,https://www.youtube.com/watch?v=Kxetca1hnic
Best of Stealing Pranks Vol. 4,https://www.youtube.com/watch?v=TVRDExDLf8w
Best of Romantic Pranks Vol. 8,https://www.youtube.com/watch?v=roBiVE2O5y4
Best of Water Pranks,https://www.youtube.com/watch?v=0lw1xfKWFLg
Best of Being Terrible People Vol. 6,https://www.youtube.com/watch?v=irvcCBwetkM
Best of Terrifying Pranks Vol. 7,https://www.youtube.com/watch?v=nM_oyim5ZeM
Best of Disgusting Pranks Vol. 7,https://www.youtube.com/watch?v=1doOlnlImYk
Best of Simple Pranks Vol. 6,https://www.youtube.com/watch?v=lEisK0MIDgk
Best of Falling Down Pranks,https://www.youtube.com/watch?v=-RlxP6aAugI
Best of Mall Pranks Vol. 7,https://www.youtube.com/watch?v=fhDhK-U2dW8
Best of Toilet Humour,https://www.youtube.com/watch?v=buQxJUOrOXE
Best of Sports Pranks Vol. 2,https://www.youtube.com/watch?v=jxYN6xvMux4
Best of Clothing Pranks,https://www.youtube.com/watch?v=wTpgZC9N9EY
Best of Hair Pranks,https://www.youtube.com/watch?v=QDh3DAuw7IM
Best of Destructive Pranks Vol. 8,https://www.youtube.com/watch?v=NyS7gL6y1gM
Best of Phone Pranks,https://www.youtube.com/watch?v=yPJeXy339fs
Best of Old People Pranks Vol. 7,https://www.youtube.com/watch?v=yiAdeRsKaKs
Best of Being in Costume Vol. 7,https://www.youtube.com/watch?v=XYNjroeFsl0
Best of Car Pranks Vol. 7 ,https://www.youtube.com/watch?v=qD8dTWAneDI
Best of Romantic Pranks Vol. 7,https://www.youtube.com/watch?v=ZS6Htg6j6dQ
Best of Elaborate Pranks Vol. 7,https://www.youtube.com/watch?v=IWI82Qp6sis
Best of Police Pranks Vol. 5,https://www.youtube.com/watch?v=cF4U19Xa4eM
Best of Terrifying Pranks Vol. 6,https://www.youtube.com/watch?v=w6vq3a6aEkA
Top 10 Pranks of 2020,https://www.youtube.com/watch?v=MHn8SnqLb68
Best of Tourist Pranks,https://www.youtube.com/watch?v=V3ABrslLq3A
Best of Animal Pranks Vol. 7,https://www.youtube.com/watch?v=WRROd2dkc_o
Best of Super Hero Pranks,https://www.youtube.com/watch?v=Cjml2EBuA_I
Best of Food Pranks Vol. 7,https://www.youtube.com/watch?v=xOlgQZknexA
Best of Simple Pranks Vol. 5 ,https://www.youtube.com/watch?v=z2S4mIJbJi0
Best of Reality Defying Pranks Vol. 6,https://www.youtube.com/watch?v=xecdlSX0OKY
Best of Money Pranks,https://www.youtube.com/watch?v=z3u-N1LRjuc
Best of Hurting Ourselves Vol. 7,https://www.youtube.com/watch?v=yR6tYfoqf7Q
Best of Picture Pranks,https://www.youtube.com/watch?v=ouO3vEs0fIw
Best of Mall Pranks Vol. 6,https://www.youtube.com/watch?v=JqwKQ5lmCoE
Best of Bike Pranks,https://www.youtube.com/watch?v=l-wpQdSNOQE
Best of Pranks at The Park Vol. 6,https://www.youtube.com/watch?v=LXUMgRjbUCw
Best of Being Bad Parents Vol. 2 ,https://www.youtube.com/watch?v=3STj4e1rcL8
Best of Coffee Pranks,https://www.youtube.com/watch?v=ITPksZ2qVW0
Best of Destructive Pranks Vol. 7,https://www.youtube.com/watch?v=a0QYn4DjDjc
Best of Romantic Pranks Vol. 6,https://www.youtube.com/watch?v=zMEpX4MIF0o
Victims Accidentally Cause a Dog JAILBREAK,https://www.youtube.com/watch?v=380S52ZIUEU
Best of Elaborate Pranks Vol. 6,https://www.youtube.com/watch?v=OQEm8NiFg44
Woman Gives Birth to a FULLY GROWN ADULT,https://www.youtube.com/watch?v=T-8Nd0HpSpw
Best of Golf Pranks,https://www.youtube.com/watch?v=J5zYi72Qyv0
Best of Party Pranks,https://www.youtube.com/watch?v=SQP_rPx4G2o
Best of Beer & Wine Pranks,https://www.youtube.com/watch?v=p6VoHRik7Ko
Best of Halloween Pranks,https://www.youtube.com/watch?v=zV5cJxNcZis
Best of Getting You Into Trouble Vol. 5 ,https://www.youtube.com/watch?v=tfJ3gxqljcw
Best of Dog Pranks Vol. 3,https://www.youtube.com/watch?v=2ZBUzb-bezw
Best of Food Pranks Vol. 6,https://www.youtube.com/watch?v=gm9tZCDmsl8
Best of Simple Pranks Vol. 4,https://www.youtube.com/watch?v=ayfN1NGkikM
Victims Watch Injured Woman Get Knocked Out,https://www.youtube.com/watch?v=l8Pk2_Mvq1M
Best of Construction Pranks,https://www.youtube.com/watch?v=ZzcdwzeELeE
Best of Being in Costume Vol. 6,https://www.youtube.com/watch?v=CYLXIP5hDv0
Best of Stealing Pranks Vol. 3 ,https://www.youtube.com/watch?v=LIKp0i2fVRQ
Best of Royal Guard Pranks,https://www.youtube.com/watch?v=OtJ8D-r1jnk

JustForLaughs2,#genre#
Best of Destructive Pranks Vol. 6,https://www.youtube.com/watch?v=XncJiiZV_xQ
Best of Being Terrible People Pranks Vol. 5 ,https://www.youtube.com/watch?v=nI_QFKrJ9OQ
Best of Being Bad Parents,https://www.youtube.com/watch?v=i0hGlpuwOtk
Best of Musical Pranks,https://www.youtube.com/watch?v=aAeroHdzPW4
Best of Romantic Pranks Vol. 5 ,https://www.youtube.com/watch?v=P1y1qrPJoYI
Best of Old People Pranks Vol. 6,https://www.youtube.com/watch?v=AlsGPgijJ48
Best of Terrifying Pranks Vol. 5,https://www.youtube.com/watch?v=3WTCcfuylhs
Best of Reality Defying Pranks Vol. 5,https://www.youtube.com/watch?v=Ah4DCgQgMpw
Best of Medical Pranks,https://www.youtube.com/watch?v=dxNxtNh5qEY
Best of Elaborate Pranks Vol. 5 ,https://www.youtube.com/watch?v=4x5YwsMHUo8
Best of Simple Pranks Vol. 3,https://www.youtube.com/watch?v=XX50hXQQ59I
Best of Car Pranks Vol. 6,https://www.youtube.com/watch?v=jsW_pJFtfK0
Best of Hurting Ourselves Vol. 6,https://www.youtube.com/watch?v=8ZikLwQo61c
Best of Sci-Fi Pranks Vol. 2,https://www.youtube.com/watch?v=OLdZ32zfMec
Best of Food Pranks Vol. 5,https://www.youtube.com/watch?v=3XxsqzRGiYc
Best of Mall Pranks Vol. 5,https://www.youtube.com/watch?v=54OCz3jd7fs
Best of Disgusting Pranks Vol. 5,https://www.youtube.com/watch?v=uCBGYQQi0oo
Best of Pranks at the Park Vol. 5,https://www.youtube.com/watch?v=ZuBNbYLTSbY
Best of Old People Pranks Vol. 5,https://www.youtube.com/watch?v=FLlTokz2YsI
Best of Playing Dead Pranks,https://www.youtube.com/watch?v=qhIRkLAohvQ
Best of Fake News Pranks,https://www.youtube.com/watch?v=46xgVeCpXzo
Best of Getting You Into Trouble Vol. 4,https://www.youtube.com/watch?v=mj0RvnURKoA
Best of Romantic Pranks Vol. 4,https://www.youtube.com/watch?v=mRGrMAWWCIU
Best of Being Terrible People Pranks Vol. 4,https://www.youtube.com/watch?v=kcxGcTDfCyQ
Best of Art Pranks Vol. 2,https://www.youtube.com/watch?v=1g15uUPoGAE
Best of Being in Costume Vol. 5,https://www.youtube.com/watch?v=CaBLkwJvB3k
Best of Simple Pranks Vol. 2,https://www.youtube.com/watch?v=VUJUgj7XA9s
Best of Destructive Pranks Vol. 5,https://www.youtube.com/watch?v=iemJTQYXgcU
Best of Paranormal Pranks Vol. 3,https://www.youtube.com/watch?v=mzXGamwggFY
Best of Grocery Store Pranks Vol. 3,https://www.youtube.com/watch?v=3lmIF02Lo9w
Best of Terrifying Pranks Vol. 4 ,https://www.youtube.com/watch?v=zx0n-8lxgGA
Best of Animal Pranks Vol. 5,https://www.youtube.com/watch?v=vMBvLHcvaNo
Police Officer Bullies Wheelchair Baller,https://www.youtube.com/watch?v=tI1NgcM3YwU
Best of Elaborate Pranks Vol. 4,https://www.youtube.com/watch?v=ScOWgz_q4BM
Best of Hurting Ourselves Vol. 5,https://www.youtube.com/watch?v=hh3DSu8kacU
Best of Disgusting Pranks Vol. 4 ,https://www.youtube.com/watch?v=n_CykIFeYR0
Best of Park Pranks Vol. 4,https://www.youtube.com/watch?v=5JGyYE5WrhM
Best of Car Pranks Vol. 5,https://www.youtube.com/watch?v=P-m_jUktFWQ
Best of Mall Pranks Vol. 4,https://www.youtube.com/watch?v=aT09705cWug
Best of Old People Pranks Vol. 4,https://www.youtube.com/watch?v=3E9Uqzezq3g
Best of Reality Defying Pranks Vol. 4 ,https://www.youtube.com/watch?v=0B8P8KUFI5E
Best of Gorilla Pranks,https://www.youtube.com/watch?v=jqJhfDAp5dE
Best of Mannequin & Dummy Pranks,https://www.youtube.com/watch?v=YEPNKCe-sCM
Best of Fighting Pranks,https://www.youtube.com/watch?v=a4ZE_rAhTAQ
Best of Dog Pranks Vol. 2,https://www.youtube.com/watch?v=npuSkWbBTnI
Best of Art Pranks,https://www.youtube.com/watch?v=twavhwCQ-rA
Best of Dad Pranks,https://www.youtube.com/watch?v=7PtTIxnHptc
Best of Sci-Fi Pranks,https://www.youtube.com/watch?v=spCbVcu_kzc
Best of Being in Costume Vol. 4,https://www.youtube.com/watch?v=zwjYt0n8llQ
Best of Sports Pranks,https://www.youtube.com/watch?v=AqQtX32-OIc
Best of Marriage Pranks Vol. 2,https://www.youtube.com/watch?v=wXCWlhKbomw
Best of Fire Pranks,https://www.youtube.com/watch?v=fVZUk5hWOkM
Best of Destructive Pranks Vol. 4 ,https://www.youtube.com/watch?v=fe4zRjH2K7I
Best of Firefighter Pranks,https://www.youtube.com/watch?v=yPFI3NiQ6-k
Best of Disgusting Pranks Vol. 3,https://www.youtube.com/watch?v=w8j5ZLHBYpk
Best of Terrifying Pranks Vol. 3,https://www.youtube.com/watch?v=l6PJP-Bk-Uw
Best of Clown Pranks,https://www.youtube.com/watch?v=WEhLRYaINCc
Best of Paramedic Pranks,https://www.youtube.com/watch?v=j-NBgoBtAq0
Best of Romantic Pranks Vol. 2,https://www.youtube.com/watch?v=9gDeAuLkGms
Best of Instant Accomplice Pranks Vol. 3,https://www.youtube.com/watch?v=hddJx31IzJE
Best of Reality Defying Pranks Vol. 3 ,https://www.youtube.com/watch?v=t7EKNJ6kYQA
Best of Animal Pranks Vol. 4,https://www.youtube.com/watch?v=ifLhkavMqSU
Best of Getting You Into Trouble Vol. 3,https://www.youtube.com/watch?v=eSBtHdbeGes
Best of Being Terrible People Pranks Vol. 3,https://www.youtube.com/watch?v=I9h9qTmYDG0
Best of Simple Pranks,https://www.youtube.com/watch?v=9tQ_ul23CV8
Best of Grocery Store Pranks Vol. 2 ,https://www.youtube.com/watch?v=QLp7DrLzFXI
Best of Hurting Ourselves Vol. 4,https://www.youtube.com/watch?v=ebpEwe6nFi0
Best of Paranormal Pranks Vol. 2 ,https://www.youtube.com/watch?v=d6jbE1Z6EdE
Best of Pretending To Be Blind Pranks Vol. 3,https://www.youtube.com/watch?v=SpnrhSA3LJQ
Best of Car Pranks Vol. 4,https://www.youtube.com/watch?v=bYOH1yt_70M
Best of Elaborate Pranks Vol. 3,https://www.youtube.com/watch?v=MXjajnQnnWE
Best of Police Pranks Vol. 4 ,https://www.youtube.com/watch?v=-zZfdITn5yQ
Best of Animal Pranks Vol. 3 ,https://www.youtube.com/watch?v=e8gOZf3r5dQ
Best of Being In Costume Vol.  3,https://www.youtube.com/watch?v=dmUmM5BprJY
Best of Destructive Pranks Vol. 3,https://www.youtube.com/watch?v=FomImGNma1g
Best of Food Pranks Vol. 3,https://www.youtube.com/watch?v=UtN0aMf7-s8
Best of Romantic Pranks,https://www.youtube.com/watch?v=gwBDVPiMoTk
Best of Pranks At The Park Vol. 3,https://www.youtube.com/watch?v=fpp89xquBSY
Best of Old People Pranks Vol. 3 ,https://www.youtube.com/watch?v=hiKyDQu8Axc
Best of Being Terrible People Pranks Vol. 2,https://www.youtube.com/watch?v=0PFjsTOUogM
Best of Mall Pranks Vol. 3,https://www.youtube.com/watch?v=Do2vm1b72Kg
Crazy Air Horns， Sensual Dancing， & Giant Paint Spills,https://www.youtube.com/watch?v=RQInvOQpG5s
Best of Getting You Into Trouble Vol.  2,https://www.youtube.com/watch?v=GiXI3el8qCw
Best of Disgusting Pranks Vol. 2,https://www.youtube.com/watch?v=pl5OUCj3ivs
Flesh Wounds， Car Thieves， & Mariachi Madness,https://www.youtube.com/watch?v=_cxaypKbSuU
Best of Terrifying Pranks Vol. 2,https://www.youtube.com/watch?v=63X45dOhKCM
Crazy Body Hair， Doomed Marriages， & Disgusting Diapers,https://www.youtube.com/watch?v=3YpErWO8OIE
Best of Reality Defying Pranks Vol. 2,https://www.youtube.com/watch?v=0AUhoxjO0hI
Best of Elaborate Pranks Vol. 2,https://www.youtube.com/watch?v=kxnncAP5jjA
Evil Books， Clumsy Cops， & Dangerous Drinks,https://www.youtube.com/watch?v=tBj4iFqvsq0
Best of Police Pranks Vol. 3,https://www.youtube.com/watch?v=ZNALYRgH8RY
Criminal Horses， Rocket Launchers， & Wet T-Shirts,https://www.youtube.com/watch?v=vHDREPFUM78
Best of Kid Pranks Vol. 3,https://www.youtube.com/watch?v=TBL1EVSXc8I
Best of Ruining Strangers' Relationships,https://www.youtube.com/watch?v=HtkA79ClQFA
Best of Hurting Ourselves Vol. 3,https://www.youtube.com/watch?v=vGZ1_Xa8590
Police Incidents， Runaway Dogs， & Ruined Photo Shoots,https://www.youtube.com/watch?v=NnIpb7g9LMg
Best of Getting You Into Trouble,https://www.youtube.com/watch?v=a55Nm14hE-o
Terrible Parents， Petty Police Officers， & FaceTime Lies,https://www.youtube.com/watch?v=oiyijfcq0Mw
Best of Being In Costume Vol. 2,https://www.youtube.com/watch?v=szKZp_5mwxs
Bad Parents， Evil Mailmen， & The Worst Kind of Joke ,https://www.youtube.com/watch?v=Uq-psNDxdLs
Best of Being Terrible People Pranks,https://www.youtube.com/watch?v=up3b55REdNQ
Terrifying Ghosts， Harpoon Accidents， & Living Puppets ,https://www.youtube.com/watch?v=VVIK3APHPew
Best of Destructive Pranks Vol. 2,https://www.youtube.com/watch?v=Z4UO7qUbfVU
Scared Puppies， Magic Boxes， & Acupuncture Gone Wrong,https://www.youtube.com/watch?v=olPQf0J7Iog
Best of Car Pranks Vol. 3,https://www.youtube.com/watch?v=o-Ps7i4CVPs
Best of Animal Pranks Vol. 2,https://www.youtube.com/watch?v=5Vexv5lVwOk
Stupid Cops， Crying Babies， & Phony Pick-Up Artists,https://www.youtube.com/watch?v=56vFdUFd8bc
Best of Police Pranks Vol. 2,https://www.youtube.com/watch?v=UhtMTDgGFwI
Top 10 Pranks of 2019,https://www.youtube.com/watch?v=jv5RtGHKLWg
People Swaps， Dangerous Beds， & Hungry Babies,https://www.youtube.com/watch?v=qXuYQNTpRvk
Best of Holiday Pranks,https://www.youtube.com/watch?v=RQnmk8aE4N8
Best of Pranks At The Park Vol.  2,https://www.youtube.com/watch?v=UTsMNkQ3o8Q
Making Fire， Elderly Love， & The Almost Perfect Person,https://www.youtube.com/watch?v=LCJGPjtpznU
Best of Couples Pranks,https://www.youtube.com/watch?v=SVneFVY14-Q
Fake Corpses， Ruined Weddings， & Miracle Cleaners,https://www.youtube.com/watch?v=3PYQYj3fAGI
Best of Hurting Ourselves Vol. 2,https://www.youtube.com/watch?v=SywR_zWfLDc
Best of Pretending To Be Blind Pranks Vol.  2,https://www.youtube.com/watch?v=VuQdrxBtA5U
Sick Elephants， Disgusting Delis， & Ruined Engagements,https://www.youtube.com/watch?v=sfpzuraSvbY
Best of Terrifying Pranks,https://www.youtube.com/watch?v=euXe7A3hgok
Best of Disgusting Pranks,https://www.youtube.com/watch?v=_oPCm4itZOg
Mailbox Chicken， Horrible Bosses， & Incredible Heights,https://www.youtube.com/watch?v=EbdQK36Aldc
Best of Reality Defying Pranks,https://www.youtube.com/watch?v=OqyX1t4ePLs
Best of Destructive Pranks,https://www.youtube.com/watch?v=8rE4dqMYIIQ
Ghillie Suits， Falling Clowns， & Oncoming Trains,https://www.youtube.com/watch?v=RmDJHwLFwGE
Best of Food Pranks Vol. 2,https://www.youtube.com/watch?v=KbsHWhQgIw0
Best of Kid Pranks Vol. 2,https://www.youtube.com/watch?v=-kA4bMd9mu4
Best of Instant Accomplice Pranks,https://www.youtube.com/watch?v=aGJMUpSNY4M
Best of Car Pranks Vol.  2,https://www.youtube.com/watch?v=apAFTccizb4
Best of Old People Pranks Vol. 2,https://www.youtube.com/watch?v=jQacJmrMHB0
Best of Dog Pranks,https://www.youtube.com/watch?v=f_XZHTVjXDs
Best of Elaborate Pranks,https://www.youtube.com/watch?v=DhblpAtczTc
Best of Pranks At The Park,https://www.youtube.com/watch?v=6N_p3Bp-0J4
